Date,NAAIM,NAAIM_MA20,SP500_Price_x,SP500_Price_y
2014-07-09,82.46828571428573,82.61812624937048,,
2014-07-16,81.91411764705882,82.26077443941571,,
2014-07-23,82.74617647058824,82.13784888794513,,
2014-07-30,81.62,82.83032031651655,,
2014-08-06,50.86794871794872,80.88175001047851,,
2014-08-13,50.61238095238096,78.85623572476422,,
2014-08-20,56.77111111111111,77.12317006819856,,
2014-08-27,78.84277777777778,76.8048779226047,,
2014-09-03,82.49142857142857,77.13344935117613,,
2014-09-10,63.629117647058834,76.4861173547412,,
2014-09-17,67.07783783783785,75.70870369107753,,
2014-09-24,59.75564102564103,74.85586074235957,,
2014-10-01,41.03225806451613,72.99847364558538,,
2014-10-08,33.139117647058825,71.29395655496535,,
2014-10-15,9.9741935483871,68.16663991659523,,
2014-10-22,41.37837837837838,65.69233026408557,,
2014-10-29,74.78378378378379,65.06649004151006,,
2014-11-05,77.68135135135135,64.52087010907762,,
2014-11-12,85.4321052631579,64.3847420389022,,
2014-11-19,72.06382352941176,63.714091751958144,,
2014-11-25,86.77999999999999,63.92967746624386,,
2014-12-03,86.06375,64.13715908389091,,
2014-12-10,89.01189189189189,64.45044485495609,,
2014-12-17,65.11657142857143,63.62527342638467,,
2014-12-24,90.5925,65.61150099048723,,
2014-12-31,95.86323529411764,67.87404370757407,,
2015-01-07,71.11428571428571,68.59120243773279,,
2015-01-14,87.12578947368421,69.00535302252811,,
2015-01-21,89.01189189189189,69.33137618855127,,
2015-01-28,92.62228571428572,70.78103459191263,,
2015-02-04,88.24233333333333,71.8392593666874,,
2015-02-11,84.054375,73.05419606540536,,
2015-02-18,87.81138888888889,75.393152606624,,
2015-02-25,99.22647058823529,78.69752025368282,,
2015-03-04,92.15133333333333,82.80637724293013,,
2015-03-11,65.679,84.02140832401122,,
2015-03-25,84.3214814814815,84.49829320889609,,
2015-04-01,75.86384615384615,84.40741794902084,,
2015-04-08,86.72555555555556,84.47209046364071,,
2015-04-15,86.66774193548386,85.20228638394433,,
2015-04-22,75.88470588235293,84.65752167806195,,
2015-04-29,90.59666666666666,84.8841675113953,,
2015-05-06,80.30434782608695,84.44879030810505,,
2015-05-13,60.37862068965517,84.21189277115924,,
2015-05-20,67.60514285714285,83.0625249140164,,
2015-05-27,65.50393939393939,81.54456011900747,,
2015-06-03,71.0696875,81.54233020829318,,
2015-06-10,68.70366666666665,80.62122406794231,,
2015-06-17,58.63689655172413,79.10247430093392,,
2015-06-24,58.96379310344827,77.41954967039204,,
2015-07-01,54.84285714285714,75.74957586086825,,
2015-07-08,54.99066666666666,74.29639044420156,,
2015-07-15,52.24,72.51782099975712,,
2015-07-22,52.341923076923074,70.17359362419151,,
2015-07-29,50.75,68.10352695752485,,
2015-08-05,63.16785714285714,67.9779698146677,,
2015-08-12,48.07903225806451,66.16584735349686,,
2015-08-19,41.48030303030303,64.44667019731969,,
2015-08-26,28.31375,61.526079919541914,,
2015-09-02,23.848214285714285,58.38510353705344,,
2015-09-09,26.035714285714285,55.89265395722151,,
2015-09-16,31.57354838709677,52.941498043243016,,
2015-09-23,21.33551724137931,49.99305651400763,,
2015-09-30,16.391290322580645,47.79368999565391,,
2015-10-07,38.298148148148144,46.32834026020417,,
2015-10-14,44.26923076923077,45.26660482896874,,
2015-10-21,35.666666666666664,43.49645378730207,,
2015-10-28,56.71206896551724,42.8968739022446,,
2015-11-04,69.16451612903225,43.42325488111001,,
2015-11-11,68.58275862068966,43.90420315697208,,
2015-11-18,58.46548387096774,44.0853344933776,,
2015-11-25,70.4451724137931,44.85805978073393,,
2015-12-02,68.11538461538461,45.65182901150316,,
2015-12-09,67.91620689655173,46.43054320248459,,
2015-12-16,61.323703703703714,46.95922838766978,,
2015-12-23,56.65724137931034,46.633697599492436,,
2015-12-30,47.669375,46.613214736589214,,
2016-01-06,50.257,47.052049585074066,,
2016-01-13,34.49629629629629,47.361176899888875,,
2016-01-27,42.25,48.281266185603165,,
2016-02-03,22.40740740740741,48.09985084168782,,
2016-02-10,32.871428571428574,48.16474485090441,,
2016-02-17,41.05172413793103,49.150555195732,,
2016-02-24,31.654838709677424,49.91373261508683,,
2016-03-02,54.43636363636364,50.7206433894976,,
2016-03-09,51.01290322580645,51.0578270123264,,
2016-03-16,62.71666666666667,52.4103270123264,,
2016-03-23,59.58529411764706,52.553988269932894,,
2016-03-30,67.94117647058823,52.49282128701068,,
2016-04-06,73.2078947368421,52.72407809281831,,
2016-04-13,63.972972972972975,52.999452547918565,,
2016-04-20,82.49714285714286,53.602051070086056,,
2016-04-27,74.18823529411765,53.905693604022716,,
2016-05-04,67.65882352941176,53.8928244356657,,
2016-05-11,49.54666666666667,53.30397258381386,,
2016-05-18,60.16875,53.47954801484834,,
2016-05-25,64.66666666666667,54.32941259818167,,
2016-06-01,68.94117647058823,55.26362142171108,,
2016-06-08,74.8,57.27880660689626,,
2016-06-15,75.95862068965518,58.96423764137902,,
2016-06-22,69.3483870967742,61.311286625847366,,
2016-06-29,74.51515151515152,63.39347277303352,,
2016-07-06,65.43333333333334,64.61255323280363,,
2016-07-13,96.5234375,67.85598317231975,,
2016-07-20,92.6396551724138,69.76614774912227,,
2016-07-27,101.01774193548388,72.26638968460614,,
2016-08-03,93.0530303030303,73.78320786642432,,
2016-08-10,92.86290322580643,75.44708832183228,,
2016-08-17,98.79193548387096,76.98962627249644,,
2016-08-24,97.8,78.21923153565432,,
2016-08-31,88.1,79.42558288700567,,
2016-09-07,90.85428571428572,79.84344002986282,,
2016-09-14,68.55,79.56152826515694,,
2016-09-21,79.31481481481481,80.14432782942708,,
2016-09-28,84.51666666666667,81.89282782942709,,
2016-10-05,78.48529411764706,82.80865503530944,,
2016-10-12,86.53225806451613,83.90193460520192,,
2016-10-19,63.703125,83.6400320316725,,
2016-10-26,66.46969696969697,83.22351688015735,,
2016-11-02,58.083333333333336,82.32975251234126,,
2016-11-09,72.96296296296296,82.5104813056507,,
2016-11-15,83.421875,82.95581747989311,,
2016-11-23,86.5625,84.01227581322645,,
2016-11-30,98.01785714285714,84.0869967953693,,
2016-12-07,101.60344827586206,84.53518645054172,,
2016-12-14,96.23214285714286,84.29590649662467,,
2016-12-21,101.32758620689656,84.70963429181799,,
2016-12-28,100.59615384615384,85.09629682283536,,
2017-01-04,99.42592592592592,85.1279963449381,,
2017-01-11,89.29310344827586,84.70265151735188,,
2017-01-18,94.08620689655172,85.00196186217948,,
2017-01-25,99.28333333333332,85.42341424313187,,
2017-02-01,94.01612903225806,86.69672069474476,,
2017-02-08,96.26470588235294,87.54421524812167,,
2017-02-15,95.89285714285714,88.1130247719312,,
2017-02-22,100.82758620689656,89.23013937639367,,
2017-03-01,102.06896551724138,90.00697474902992,,
2017-03-08,87.08870967741936,91.17625398290089,,
2017-03-15,80.7734375,91.89144100941604,,
2017-03-22,68.6826923076923,92.421408958134,,
2017-03-29,68.28225806451613,92.18737371321166,,
2017-04-05,71.0241935483871,91.56748964063101,,
2017-04-12,82.94791666666667,91.38676047396434,,
2017-04-19,74.20454545454545,90.19609488954876,,
2017-04-26,88.09166666666667,89.52050580908899,,
2017-05-03,82.31,88.82439866623186,,
2017-05-10,95.19827586206895,88.51793314899047,,
2017-05-17,94.62037037037037,88.21914397520129,,
2017-05-24,97.49107142857144,88.12240125033358,,
2017-05-31,95.86290322580643,88.45089123921011,,
2017-06-07,92.09821428571428,88.35149160866823,,
2017-06-14,93.3706896551724,88.05585942476019,,
2017-06-21,92.69444444444444,87.9897751953695,,
2017-06-28,97.47,88.05003990125185,,
2017-07-05,93.3560606060606,87.92320007441202,,
2017-07-12,90.9903846153846,87.43133999483643,,
2017-07-19,85.81896551724138,86.61883999483643,,
2017-07-26,96.39,87.08390451096547,,
2017-08-02,90.94791666666669,87.5926284692988,,
2017-08-09,83.81896551724138,88.34944212977625,,
2017-08-16,85.19166666666666,89.19491255988378,,
2017-08-23,87.9342105263158,90.04041340878021,,
2017-08-30,84.08333333333333,90.09718424211354,,
2017-09-06,88.65625,90.81976946938627,,
2017-09-13,97.125,91.27143613605293,,
2017-09-20,102.04166666666669,92.25801946938627,,
2017-09-27,106.625,92.82935567628283,,
